0,1,2,3,4,5,6,7,8,9,10,11
0.0,1.4317219042965633e-25,0.25432768491442903,0.729014983955661,0.0,0.874264780675652,0.6712708956352527,0.0,0.8829671064891877,0.2687805785798442,0.0009663801702032715,0.951957502407078
1.4317219042965633e-25,0.0,1.1207945016924116e-109,0.0,1.3428113586500268e-13,0.592480572929015,0.0,0.9781301557083634,0.880946692413556,9.102909618274322e-19,2.269321113686637e-46,2.786020209330768e-67
0.25432768491442903,1.1207945016924116e-109,0.0,0.17863262266973273,0.9280608756501959,0.07086885905021695,0.5572184098392327,0.25569070341342975,0.18661928395025384,2.7805320194958276e-78,0.7069839007054474,0.15682744158201328
0.729014983955661,0.0,0.17863262266973273,0.0,0.5152431009559838,0.12088612867331688,0.0,0.5115140032257125,0.6230090561019616,0.25519991785343704,0.002598167934355083,3.848295424086735e-07
0.0,1.3428113586500268e-13,0.9280608756501959,0.5152431009559838,0.0,0.6080029207866754,0.4588378347279132,0.0,0.6157055056230214,2.8645282734975743e-37,4.2572841470608196e-08,4.184538896323555e-282
0.874264780675652,0.592480572929015,0.07086885905021695,0.12088612867331688,0.6080029207866754,0.0,0.5670439592227248,0.5914464659432217,0.0,1.5285113389194309e-10,0.00014400797354285924,7.384054323605922e-16
0.6712708956352527,0.0,0.5572184098392327,0.0,0.4588378347279132,0.5670439592227248,0.0,0.269816311574936,0.8765149114581502,0.8120982614109629,1.5545638709533933e-06,4.1205471766658724e-07
0.0,0.9781301557083634,0.25569070341342975,0.5115140032257125,0.0,0.5914464659432217,0.269816311574936,0.0,0.729131071723506,9.568982528267755e-49,0.001410549338602299,3.4749910886997445e-283
0.8829671064891877,0.880946692413556,0.18661928395025384,0.6230090561019616,0.6157055056230214,0.0,0.8765149114581502,0.729131071723506,0.0,1.5533755861280697e-07,0.007337182455474699,9.610444467565347e-14
0.2687805785798442,9.102909618274322e-19,2.7805320194958276e-78,0.25519991785343704,2.8645282734975743e-37,1.5285113389194309e-10,0.8120982614109629,9.568982528267755e-49,1.5533755861280697e-07,0.0,2.2719706022486098e-40,1.0296718935498559e-52
0.0009663801702032715,2.269321113686637e-46,0.7069839007054474,0.002598167934355083,4.2572841470608196e-08,0.00014400797354285924,1.5545638709533933e-06,0.001410549338602299,0.007337182455474699,2.2719706022486098e-40,0.0,2.0012736432274041e-28
0.951957502407078,2.786020209330768e-67,0.15682744158201328,3.848295424086735e-07,4.184538896323555e-282,7.384054323605922e-16,4.1205471766658724e-07,3.4749910886997445e-283,9.610444467565347e-14,1.0296718935498559e-52,2.0012736432274041e-28,0.0
